Product ID,Category,Sub-Category,Product Name,State,Price per product
FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",California,40.784
TEC-PH-10002496,Technology,Phones,Cisco SPA301,Virginia,155.99
TEC-PH-10003095,Technology,Phones,Samsung HM1900 Bluetooth Headset,Texas,17.56
FUR-BO-10003894,Furniture,Bookcases,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",California,60.333
OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,Virginia,6.68
FUR-TA-10002041,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",Ohio,107.574
OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,Pennsylvania,1.632
FUR-TA-10003837,Furniture,Tables,Anderson Hickey Conga Table Tops & Accessories,California,12.184
OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",California,32.784
TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,Arizona,55.992
OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,North Carolina,15.072
OFF-PA-10001509,Office Supplies,Paper,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Iowa,8.95
OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,Texas,13.72
FUR-TA-10001950,Furniture,Tables,Balt Solid Wood Round Tables,Washington,446.49
TEC-PH-10000307,Technology,Phones,Shocksock Galaxy S4 Armband,Michigan,10.95
OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,Indiana,265.17
FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",Colorado,120.6
TEC-AC-10004171,Technology,Accessories,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,Washington,99.5
OFF-ST-10001580,Office Supplies,Storage,Super Decoflex Portable Personal File,Texas,11.984
OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",Washington,51.48
OFF-PA-10000791,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",Washington,4.77
OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,New York,26.38
TEC-AC-10003499,Technology,Accessories,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,California,11.58
OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,Florida,30.448
OFF-PA-10002947,Office Supplies,Paper,Xerox 1923,New York,6.68
FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,Arizona,155.44
OFF-PA-10000483,Office Supplies,Paper,Xerox 19,California,30.98
OFF-AR-10003856,Office Supplies,Art,Newell 344,Florida,2.224
FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,California,5.89
OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,California,16.24
OFF-PA-10002377,Office Supplies,Paper,Xerox 1916,North Carolina,39
OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,New Jersey,55.48
OFF-PA-10000501,Office Supplies,Paper,Petty Cash Envelope,Arizona,21.568
FUR-FU-10004909,Furniture,Furnishings,Contemporary Wood/Metal Frame,Texas,6.375
OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,Ohio,1.743
TEC-AC-10002134,Technology,Accessories,Rosewill 107 Normal Keys USB Wired Standard Keyboard,Pennsylvania,10.784
OFF-PA-10001526,Office Supplies,Paper,Xerox 1949,Tennessee,3.984
OFF-FA-10004838,Office Supplies,Fasteners,"Super Bands, 12/Pack",California,1.86
OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",Delaware,25.99
OFF-PA-10000062,Office Supplies,Paper,Green Bar Computer Printout Paper,California,54.96
OFF-BI-10002412,Office Supplies,Binders,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,Kentucky,5.8
OFF-PA-10000357,Office Supplies,Paper,Xerox 1888,California,55.48
OFF-AP-10001962,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,New Jersey,8.39
FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",Texas,49.686
TEC-PH-10001305,Technology,Phones,Panasonic KX TS208W Corded phone,California,39.192
OFF-PA-10004610,Office Supplies,Paper,Xerox 1900,Texas,3.424
TEC-PH-10001494,Technology,Phones,Polycom CX600 IP Phone VoIP phone,Pennsylvania,179.97
OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",New York,3.048
TEC-CO-10000971,Technology,Copiers,Hewlett Packard 310 Color Digital Copier,California,239.992
OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels,California,3.15
OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,Utah,18.336
OFF-SU-10004231,Office Supplies,Supplies,Acme Tagit Stainless Steel Antibacterial Scissors,Illinois,7.92
TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,California,41.992
OFF-PA-10004734,Office Supplies,Paper,Southworth Structures Collection,California,7.28
OFF-PA-10004782,Office Supplies,Paper,Xerox 228,New York,6.48
OFF-PA-10000019,Office Supplies,Paper,Xerox 1931,Idaho,6.25
FUR-FU-10000397,Furniture,Furnishings,Luxo Economy Swing Arm Lamp,Washington,19.85714286
FUR-BO-10000468,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,Washington,48.58
OFF-EN-10003040,Office Supplies,Envelopes,Quality Park Security Envelopes,Texas,20.936
OFF-AR-10002053,Office Supplies,Art,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Oregon,2.384
OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Florida,47.5
TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,New York,329.8571429
FUR-TA-10002530,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",Texas,105.686
OFF-BI-10004876,Office Supplies,Binders,Wilson Jones Suede Grain Vinyl Binders,Georgia,2.78
OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,California,30.98
OFF-LA-10001613,Office Supplies,Labels,Avery File Folder Labels,Washington,2.88
OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,Connecticut,57.23
OFF-PA-10003651,Office Supplies,Paper,Xerox 1968,California,6.68
OFF-PA-10001870,Office Supplies,Paper,Xerox 202,Oklahoma,6.48
OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,California,2.224
FUR-FU-10003464,Furniture,Furnishings,"Seth Thomas 8 1/2"" Cubicle Clock",Florida,16
OFF-AP-10003860,Office Supplies,Appliances,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,New Jersey,27.76
FUR-BO-10003441,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Fully Assembled",Virginia,100.6666667
OFF-AR-10003405,Office Supplies,Art,"Dixon My First Ticonderoga Pencil, #2",California,5.85
OFF-FA-10000490,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",New York,1.24
OFF-AR-10003394,Office Supplies,Art,Newell 332,California,2.94
OFF-SU-10004261,Office Supplies,Supplies,"Fiskars 8"" Scissors, 2/Pack",Georgia,17.24
OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,Illinois,0.596
OFF-PA-10000587,Office Supplies,Paper,"Array Parchment Paper, Assorted Colors",Texas,5.824
FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,Maryland,180.98
TEC-PH-10002834,Technology,Phones,Google Nexus 5,New York,179.99
OFF-BI-10004584,Office Supplies,Binders,GBC ProClick 150 Presentation Binding System,Illinois,63.14285714
TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,Washington,23.992
OFF-AP-10001391,Office Supplies,Appliances,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,California,90.16666667
TEC-AC-10003289,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,Kentucky,19.99
OFF-LA-10002762,Office Supplies,Labels,Avery 485,Georgia,12.53
OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,Minnesota,64.65
FUR-FU-10004270,Furniture,Furnishings,"Executive Impressions 13"" Clairmont Wall Clock",Oklahoma,19.23
TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini,Arizona,375.8
FUR-BO-10002268,Furniture,Bookcases,Sauder Barrister Bookcases,New York,64.784
FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Virginia,51.94
OFF-AR-10003631,Office Supplies,Art,Staples in misc. colors,Illinois,3.857142857
OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,California,20.27
TEC-AC-10004761,Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack,Michigan,15.93
FUR-CH-10003199,Furniture,Chairs,Office Star - Contemporary Task Swivel Chair,Ohio,77.686
OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Florida,12
OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",California,9.68
TEC-PH-10002185,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,Illinois,5.56
OFF-PA-10000552,Office Supplies,Paper,Xerox 200,Massachusetts,6.48
OFF-AR-10003156,Office Supplies,Art,50 Colored Long Pencils,Indiana,10.16
OFF-BI-10004995,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,Washington,1088.666667
OFF-AR-10001940,Office Supplies,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",California,3.28
FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,Missouri,174.25
TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,Illinois,7.16
FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,California,300.904
TEC-PH-10004188,Technology,Phones,OtterBox Commuter Series Case - Samsung Galaxy S4,California,19.75
FUR-CH-10000155,Furniture,Chairs,Global Comet Stacking Armless Chair,California,239.24
OFF-AR-10000422,Office Supplies,Art,Pencil and Crayon Sharpener,California,2.19
OFF-AR-10003696,Office Supplies,Art,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Kentucky,34.58
OFF-ST-10002352,Office Supplies,Storage,Iris Project Case,Pennsylvania,6.384
FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock,Washington,19.98
FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",Florida,104.6
OFF-BI-10003529,Office Supplies,Binders,Avery Round Ring Poly Binders,Wisconsin,2.84
TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,Texas,286.4
OFF-PA-10000061,Office Supplies,Paper,Xerox 205,Wisconsin,6.375
OFF-PA-10000418,Office Supplies,Paper,Xerox 189,California,104
OFF-PA-10000809,Office Supplies,Paper,Xerox 206,Texas,5.184
OFF-PA-10001639,Office Supplies,Paper,Xerox 203,Washington,6.48
FUR-FU-10003601,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Texas,36.88888889
TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,Illinois,10.4
TEC-PH-10002789,Technology,Phones,LG Exalt,Pennsylvania,93.5
OFF-LA-10001317,Office Supplies,Labels,Avery 520,New York,3.15
OFF-PA-10001934,Office Supplies,Paper,Xerox 1993,Illinois,5.184
OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",Tennessee,6
TEC-AC-10002600,Technology,Accessories,Belkin QODE FastFit Bluetooth Keyboard,New York,61.75
OFF-AR-10000127,Office Supplies,Art,Newell 321,North Carolina,2.624
FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table,Tennessee,63.294
TEC-PH-10004006,Technology,Phones,Panasonic KX - TS880B Telephone,New York,41.22
TEC-MA-10000864,Technology,Machines,Cisco 9971 IP Video Phone Charcoal,Kentucky,440
FUR-FU-10001934,Furniture,Furnishings,Magnifier Swing Arm Lamp,New York,20.98
OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,North Carolina,5
TEC-PH-10003484,Technology,Phones,Ooma Telo VoIP Home Phone System,Michigan,125.6666667
FUR-FU-10003773,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Ohio,63.616
FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Arizona,233.25
TEC-PH-10002070,Technology,Phones,Griffin GC36547 PowerJolt SE Lightning Charger,Pennsylvania,13
OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Missouri,7.64
OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",Georgia,4.26
OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",California,4.64
FUR-BO-10001798,Furniture,Bookcases,Bush Somerset Collection Bookcase,Florida,104.784
TEC-AC-10001956,Technology,Accessories,Microsoft Arc Touch Mouse,California,59.95
OFF-AR-10000411,Office Supplies,Art,Boston 16701 Slimline Battery Pencil Sharpener,Oregon,12.66666667
OFF-AP-10003590,Office Supplies,Appliances,Hoover WindTunnel Plus Canister Vacuum,Utah,363
OFF-EN-10003567,Office Supplies,Envelopes,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",Washington,21.98
TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,Georgia,419.8571429
OFF-AR-10002257,Office Supplies,Art,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",Arkansas,3.34
OFF-SU-10002189,Office Supplies,Supplies,Acme Rosewood Handle Letter Opener,Washington,3.97
OFF-AR-10000817,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,California,3.04
OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,Pennsylvania,4.224
OFF-ST-10002743,Office Supplies,Storage,SAFCO Boltless Steel Shelving,Arizona,90.75
FUR-FU-10003832,Furniture,Furnishings,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Pennsylvania,7.504
FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,Texas,131.4
OFF-PA-10001763,Office Supplies,Paper,Xerox 1896,Washington,9.99
OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,Florida,0.936
OFF-AR-10003158,Office Supplies,Art,Fluorescent Highlighters by Dixon,Texas,3.184
FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,New York,126.7142857
OFF-FA-10002988,Office Supplies,Fasteners,Ideal Clamps,Pennsylvania,1.608
OFF-BI-10004230,Office Supplies,Binders,GBC Recycled Grain Textured Covers,California,27.5
FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",Washington,4.97
OFF-PA-10001019,Office Supplies,Paper,Xerox 1884,Tennessee,15.984
TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,California,15.992
OFF-FA-10002763,Office Supplies,Fasteners,Advantus Map Pennant Flags and Round Head Tacks,Minnesota,3.95
OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Connecticut,68.81
OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,New York,55.98
TEC-MA-10002428,Technology,Machines,Fellowes Powershred HS-440 4-Sheet High Security Shredder,Maryland,154.99
OFF-AP-10000027,Office Supplies,Appliances,Hoover Commercial SteamVac,Virginia,13.58
OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Kentucky,98
OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,Delaware,5.78
FUR-FU-10004952,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",Texas,21.896
OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,Virginia,4.82
FUR-CH-10002439,Furniture,Chairs,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",California,46.5
OFF-EN-10003072,Office Supplies,Envelopes,Peel & Seel Envelopes,Pennsylvania,3.104
OFF-ST-10000036,Office Supplies,Storage,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",Michigan,98.79
TEC-AC-10001267,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,Ohio,23.96
OFF-FA-10000304,Office Supplies,Fasteners,Advantus Push Pins,Illinois,1.744
OFF-PA-10001560,Office Supplies,Paper,"Adams Telephone Message Books, 5 1/4” x 11”",Texas,4.832
OFF-BI-10003684,Office Supplies,Binders,Wilson Jones Legal Size Ring Binders,Pennsylvania,6.597
OFF-ST-10002301,Office Supplies,Storage,Tennsco Commercial Shelving,California,20.34
OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",California,3.632
OFF-ST-10002444,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,Pennsylvania,9.824
OFF-BI-10003876,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",California,34.24
OFF-PA-10000726,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",Indiana,9.11
OFF-FA-10003472,Office Supplies,Fasteners,Bagged Rubber Bands,New Jersey,1.26
TEC-PH-10003800,Technology,Phones,i.Sound Portable Power - 8000 mAh,New York,52.99
OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,Texas,66.688
OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,Minnesota,10.48
OFF-AP-10001947,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,Texas,3.664
TEC-AC-10002558,Technology,Accessories,Imation Swivel Flash Drive USB flash drive - 8 GB,Ohio,9.096
OFF-SU-10004290,Office Supplies,Supplies,"Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",California,6.84
TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,Illinois,74.24
OFF-PA-10003441,Office Supplies,Paper,Xerox 226,California,6.48
OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,North Carolina,43.584
TEC-PH-10003691,Technology,Phones,BlackBerry Q10,Oregon,100.75
FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",California,43
OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,New York,4.272
OFF-LA-10002368,Office Supplies,Labels,Avery 479,Maryland,2.61
OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",California,9
OFF-AR-10000475,Office Supplies,Art,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",Ohio,9.328
TEC-PH-10001578,Technology,Phones,Polycom SoundStation2 EX Conference phone,New York,404.6666667
FUR-FU-10000193,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,Ohio,25.984
OFF-PA-10001937,Office Supplies,Paper,Xerox 21,Arizona,5.184
OFF-AR-10004027,Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Florida,2.016
OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,California,46.48
FUR-CH-10003761,Furniture,Chairs,Global Italian Leather Office Chair,Ohio,91.5
FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library,Massachusetts,150.98
TEC-PH-10001795,Technology,Phones,ClearOne CHATAttach 160 - speaker phone,Pennsylvania,371.5
OFF-PA-10004665,Office Supplies,Paper,Advantus Motivational Note Cards,Mississippi,13.1
OFF-AR-10004999,Office Supplies,Art,Newell 315,New Jersey,5.98
OFF-BI-10003094,Office Supplies,Binders,Self-Adhesive Ring Binder Labels,Pennsylvania,1.056
TEC-AC-10001101,Technology,Accessories,Sony 16GB Class 10 Micro SDHC R40 Memory Card,Washington,12.5
FUR-FU-10003799,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",Minnesota,17.78
TEC-AC-10000199,Technology,Accessories,Kingston Digital DataTraveler 8GB USB 2.0,Pennsylvania,4.75
FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Texas,25.33333333
OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",Oregon,4.881
TEC-PH-10004833,Technology,Phones,Macally Suction Cup Mount,Oregon,9.56
OFF-AP-10003287,Office Supplies,Appliances,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,Oregon,40.776
FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,Pennsylvania,42.686
OFF-AP-10001626,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",New Jersey,3.89
OFF-AR-10004456,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,California,14.64
OFF-PA-10000130,Office Supplies,Paper,Xerox 199,Tennessee,3.424
OFF-AR-10002578,Office Supplies,Art,Newell 335,New York,2.75
FUR-FU-10000277,Furniture,Furnishings,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Illinois,42.136
OFF-AP-10000576,Office Supplies,Appliances,"Belkin 325VA UPS Surge Protector, 6'",Florida,96.75
FUR-FU-10002191,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,New York,6.98
TEC-MA-10001148,Technology,Machines,Swingline SM12-08 MicroCut Jam Free Shredder,Arizona,119.997
OFF-PA-10000327,Office Supplies,Paper,Xerox 1971,California,4.28
OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,California,14.66666667
FUR-TA-10004154,Furniture,Tables,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",Ohio,172
TEC-MA-10002109,Technology,Machines,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",California,119.5
OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books,Massachusetts,3.29
OFF-LA-10002271,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,New Jersey,3.08
FUR-TA-10000198,Furniture,Tables,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Ohio,330.588
OFF-AR-10004078,Office Supplies,Art,Newell 312,Texas,4.672
OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,California,12.352
FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Colorado,284.784
FUR-FU-10001986,Furniture,Furnishings,"Dana Fluorescent Magnifying Lamp, White, 36""",Texas,20.392
TEC-AC-10000487,Technology,Accessories,SanDisk Cruzer 4 GB USB Flash Drive,Texas,5.192
OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",New York,5.88
OFF-AR-10001221,Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",California,5.98
OFF-EN-10000461,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",New York,8.74
TEC-PH-10002844,Technology,Phones,Speck Products Candyshell Flip Case,Pennsylvania,20.994
FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,Washington,88.784
TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,Washington,421.95
FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,Illinois,63.693
FUR-TA-10004767,Furniture,Tables,Safco Drafting Table,Washington,70.98
FUR-FU-10001468,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,North Carolina,136.784
OFF-EN-10001453,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",Arkansas,60.98
OFF-PA-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,Colorado,5.232
TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,California,129
FUR-CH-10003535,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",New York,54.882
OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",Texas,12.33333333
OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",Texas,1.46
OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,Texas,0.876
OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,Arizona,2.792
OFF-ST-10003572,Office Supplies,Storage,Portfile Personal File Boxes,Texas,14.16
TEC-AC-10002842,Technology,Accessories,WD My Passport Ultra 2TB Portable External Hard Drive,New York,119
OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart ,California,120.33
FUR-TA-10004152,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",Rhode Island,70.42857143
TEC-AC-10003870,Technology,Accessories,Logitech Z-906 Speaker sys - home theater - 5.1-CH,California,329.99
OFF-AP-10004868,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,California,7.77
TEC-PH-10001619,Technology,Phones,LG G3,Texas,156.792
OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,New Jersey,18.94
OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving,California,46.51
TEC-AC-10000736,Technology,Accessories,Logitech G600 MMO Gaming Mouse,Washington,79.99
OFF-BI-10004209,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Ohio,2.412
TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,Texas,219.992
TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,New York,16.99
OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,California,33.29
FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",California,60.333
FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,California,64.784
OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,California,3.856
OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,New York,23.336
OFF-AR-10003770,Office Supplies,Art,Newell 340,Delaware,2.88
OFF-BI-10004410,Office Supplies,Binders,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Washington,5.096
